,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
4605,Mumbai,2011,130000,Diesel,Manual,First,14.0,2498.0,112.0,8.0,2.75
4606,Coimbatore,2017,31576,Petrol,Manual,First,18.9,1197.0,82.0,5.0,7.85
4607,Mumbai,2011,66000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,2.95
4608,Mumbai,2008,79000,Petrol,Automatic,Second,11.7,2354.0,177.6,5.0,4.85
4609,Bangalore,2011,47140,Diesel,Automatic,Second,13.5,2925.0,281.61,5.0,30.0
4610,Bangalore,2016,36610,Diesel,Automatic,First,15.0,2143.0,107.3,5.0,19.9
4611,Bangalore,2016,93000,Diesel,Manual,First,20.5,1582.0,126.2,5.0,10.8
4612,Hyderabad,2007,52195,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.75
4613,Mumbai,2016,20003,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,19.25
4614,Delhi,2013,66314,Diesel,Manual,First,19.87,1461.0,83.8,5.0,5.5
4615,Chennai,2009,76000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,2.75
4616,Bangalore,2015,29000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.0
4617,Mumbai,2011,30000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,3.2
4618,Coimbatore,2013,56526,Petrol,Manual,First,15.26,1598.0,103.5,5.0,5.84
4619,Hyderabad,2015,38000,Diesel,Automatic,Second,16.8,1969.0,150.0,5.0,24.0
4620,Chennai,2012,41000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,6.25
4621,Hyderabad,2009,53000,Diesel,Automatic,First,14.49,2993.0,258.0,5.0,36.0
4622,Chennai,2003,125000,Diesel,Manual,Third & Above,14.8,1998.0,68.0,5.0,3.0
4623,Chennai,2010,242000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,11.0
4624,Chennai,2015,90000,Diesel,Manual,First,26.21,1248.0,88.5,5.0,6.5
4625,Hyderabad,2018,11000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.4
4626,Kochi,2018,21936,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,37.92
4627,Pune,2013,41000,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,5.25
4628,Chennai,2011,47000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.5
4629,Chennai,2009,110000,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,18.0
4630,Coimbatore,2015,45960,Petrol,Manual,First,19.1,1197.0,82.0,5.0,5.56
4631,Bangalore,2013,48000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,22.0
4632,Hyderabad,2011,68000,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,22.0
4633,Mumbai,2011,41000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.65
4634,Jaipur,2013,69573,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,5.85
4635,Chennai,2012,115000,Diesel,Manual,First,19.33,1968.0,138.1,5.0,6.95
4636,Kolkata,2012,47629,Diesel,Manual,First,15.1,2179.0,140.0,7.0,6.5
4637,Jaipur,2004,66624,Petrol,Manual,Third & Above,19.7,796.0,35.0,8.0,0.85
4638,Delhi,2013,80000,Petrol,Automatic,Second,14.67,1798.0,177.46,5.0,7.25
4639,Pune,2012,94868,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.5
4640,Mumbai,2010,76477,Diesel,Manual,First,10.5,2179.0,120.0,8.0,4.25
4641,Chennai,2016,28000,Petrol,Automatic,First,13.7,1991.0,183.0,5.0,26.0
4642,Coimbatore,2017,28599,Diesel,Manual,First,16.55,2498.0,105.0,6.0,9.66
4643,Bangalore,2013,45348,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,6.85
4644,Coimbatore,2013,80127,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,23.68
4645,Delhi,2013,68000,Diesel,Automatic,Second,12.39,2179.0,147.51,5.0,15.75
4646,Pune,2012,75000,Diesel,Manual,Third & Above,20.54,1598.0,103.6,5.0,3.5
4647,Delhi,2006,48000,Petrol,Automatic,Second,11.62,2979.0,306.0,5.0,6.99
4648,Coimbatore,2019,41871,Diesel,Manual,First,22.7,1582.0,126.2,5.0,15.57
4649,Coimbatore,2015,84931,Diesel,Manual,First,15.3,2956.0,83.8,7.0,5.29
4650,Kolkata,2016,15000,Petrol,Manual,First,22.7,799.0,53.64,5.0,2.25
4651,Chennai,2009,110000,Diesel,Automatic,First,11.7,2993.0,245.0,5.0,20.0
4652,Mumbai,2011,5900,Petrol,Automatic,First,7.94,4395.0,450.0,4.0,47.5
4653,Chennai,2002,103653,Petrol,Manual,Second,18.9,1061.0,47.0,5.0,1.22
4654,Chennai,2012,64806,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.65
4655,Pune,2016,35000,Petrol,Manual,First,20.62,1198.0,67.0,7.0,3.1
4656,Bangalore,2016,40000,Petrol,Manual,First,15.29,1591.0,121.3,5.0,11.5
4657,Kochi,2015,23876,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.46
4658,Coimbatore,2013,67901,Diesel,Manual,First,14.66,2199.0,194.3,7.0,8.38
4659,Pune,2014,68865,Diesel,Manual,First,15.11,1598.0,103.6,5.0,4.8
4660,Pune,2014,71000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,4.5
4661,Kolkata,2014,25000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.95
4662,Hyderabad,2012,180000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,3.65
4663,Mumbai,2005,131000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,10.0
4664,Delhi,2011,65000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,4.0
4665,Hyderabad,2012,117777,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4.75
4666,Bangalore,2009,65000,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,3.1
4667,Kochi,2017,46897,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.61
4668,Coimbatore,2015,36695,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.29
4669,Kolkata,2011,43000,Petrol,Manual,First,18.06,1198.0,75.0,5.0,2.13
4670,Mumbai,2008,54000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.1
4671,Hyderabad,2011,89000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,13.95
4672,Mumbai,2014,7000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,5.35
4673,Hyderabad,2014,58470,Petrol,Manual,First,23.1,998.0,67.04,5.0,3.9
4674,Kolkata,2014,37000,Petrol,Manual,First,21.5,1197.0,81.8,5.0,2.8
4675,Mumbai,2016,29000,Diesel,Manual,First,26.21,1248.0,88.5,5.0,8.75
4676,Hyderabad,2013,52000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,19.5
4677,Kolkata,2013,32807,Petrol,Manual,First,19.4,1198.0,86.8,5.0,2.75
4678,Hyderabad,2013,86000,Diesel,Automatic,First,11.79,2179.0,120.0,8.0,8.0
4679,Delhi,2014,66500,Diesel,Manual,First,26.0,1498.0,98.6,5.0,5.7
4680,Ahmedabad,2012,94000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,12.5
4681,Chennai,2011,29000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,1.75
4682,Chennai,2010,107389,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,1.9
4683,Ahmedabad,2015,36100,Petrol,Manual,First,20.4,1197.0,81.8,5.0,4.5
4684,Mumbai,2015,16329,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,30.3
4685,Hyderabad,2014,36000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,16.0
4686,Kochi,2017,41816,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,32.78
4687,Jaipur,2015,54680,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.5
4688,Hyderabad,2017,14000,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,43.0
4689,Kochi,2017,23977,Petrol,Manual,First,18.16,1196.0,86.8,5.0,5.38
4690,Hyderabad,2013,30131,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.65
4691,Hyderabad,2017,2530,Petrol,Manual,First,24.7,796.0,47.3,5.0,3.3
4692,Hyderabad,2015,39000,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,34.0
4693,Chennai,2001,140000,Petrol,Manual,Third & Above,20.3,1086.0,68.0,5.0,0.7
4694,Kochi,2017,32257,Diesel,Manual,First,24.4,1120.0,71.0,5.0,6.83
4695,Kochi,2016,46983,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.77
4696,Chennai,2008,107000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,3.1
4697,Mumbai,2017,19000,Petrol,Manual,First,16.2,1199.0,74.0,5.0,4.95
4698,Bangalore,2013,88000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,16.25
4699,Chennai,2011,128000,Diesel,Manual,Third & Above,16.0,2179.0,140.0,7.0,6.4
4700,Bangalore,2011,71000,Diesel,Manual,Third & Above,13.1,2499.0,141.0,7.0,6.95
4701,Kolkata,2008,50000,Diesel,Manual,First,17.2,1396.0,53.5,5.0,0.85
4702,Chennai,2016,16000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.95
4703,Kolkata,2017,82000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,3.45
4704,Delhi,2008,80000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,2.75
4705,Delhi,2015,36000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,4.95
4706,Coimbatore,2018,17477,Petrol,Manual,First,17.0,1198.0,108.5,5.0,9.62
4707,Coimbatore,2016,16725,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.79
4708,Mumbai,2014,48241,Petrol,Manual,First,19.1,1197.0,85.8,5.0,4.5
4709,Kochi,2014,52431,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.01
4710,Bangalore,2012,68000,Diesel,Manual,First,21.9,1396.0,88.76,5.0,4.4
4711,Hyderabad,2012,158000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,17.49
4712,Coimbatore,2014,31446,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.66
4713,Chennai,2015,25000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.5
4714,Ahmedabad,2016,57000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.0
4715,Kochi,2018,57078,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10.19
4716,Kochi,2016,47471,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.25
4717,Hyderabad,2014,50000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,45.0
4718,Ahmedabad,2010,62000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,2.7
4719,Coimbatore,2013,65807,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.39
4720,Hyderabad,2014,81768,Diesel,Manual,First,26.59,1248.0,74.0,5.0,5.69
4721,Hyderabad,2017,24000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,8.4
4722,Hyderabad,2012,72921,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.5
4723,Pune,2012,59000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.25
4724,Mumbai,2014,33000,Diesel,Manual,Second,20.0,1399.0,68.05,5.0,3.25
4725,Pune,2016,36789,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.25
4726,Jaipur,2014,41000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,18.5
4727,Jaipur,2015,46650,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.25
4728,Mumbai,2018,3000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,8.85
4729,Coimbatore,2014,14799,Petrol,Manual,First,21.1,814.0,55.2,5.0,4.14
4730,Hyderabad,2015,68525,Diesel,Manual,First,23.0,1396.0,90.0,5.0,7.0
4731,Hyderabad,2018,15000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,33.0
4732,Ahmedabad,2017,29000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,10.0
4733,Kochi,2012,77407,Diesel,Manual,Second,21.5,1248.0,88.8,5.0,3.53
4734,Jaipur,2007,118000,Petrol,Manual,First,12.9,1598.0,102.5,5.0,1.35
4735,Delhi,2013,75000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.5
4736,Pune,2012,69000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,4.9
4737,Kochi,2016,52553,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.26
4738,Mumbai,2014,58000,Diesel,Manual,Second,24.4,1120.0,71.0,5.0,3.99
4739,Mumbai,2017,24000,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,46.95
4740,Hyderabad,2015,65542,Diesel,Manual,First,20.0,1399.0,68.0,5.0,3.8
4741,Ahmedabad,2013,68008,Diesel,Manual,Second,15.0,1896.0,105.0,5.0,6.75
4742,Coimbatore,2017,22251,Diesel,Manual,First,18.49,1493.0,100.0,7.0,8.75
4743,Chennai,2013,55000,Petrol,Manual,Second,15.8,1499.0,110.0,5.0,5.2
4744,Kochi,2017,19387,Petrol,Manual,First,17.1,1591.0,121.3,5.0,8.42
4746,Mumbai,2016,24001,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.75
4747,Kolkata,2008,17000,Diesel,Automatic,First,15.2,1968.0,140.8,5.0,9.75
4748,Delhi,2015,28500,Petrol,Manual,First,19.49,1198.0,67.04,5.0,3.5
4749,Jaipur,2014,66000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,30.0
4750,Delhi,2017,22000,Diesel,Automatic,First,12.83,2179.0,147.5,5.0,35.0
4751,Coimbatore,2018,44383,Petrol,Manual,First,15.8,1591.0,121.3,5.0,13.25
4752,Mumbai,2013,45000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,3.65
4753,Jaipur,2015,58000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.25
4754,Delhi,2016,69000,Petrol,Manual,First,15.8,1591.0,121.3,5.0,9.7
4755,Coimbatore,2017,60993,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.21
4756,Pune,2016,67000,Diesel,Manual,First,18.49,1493.0,100.0,7.0,6.3
4757,Kochi,2014,51134,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.72
4758,Chennai,2011,55000,Diesel,Automatic,Second,11.7,2993.0,245.0,5.0,28.0
4759,Coimbatore,2018,25082,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,8.37
4760,Delhi,2012,68350,Diesel,Manual,First,12.55,2982.0,168.5,7.0,14.0
4761,Hyderabad,2015,50000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,36.0
4762,Pune,2015,97000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,6.4
4763,Jaipur,2014,72618,Diesel,Manual,First,12.05,2179.0,120.0,7.0,8.0
4764,Hyderabad,2012,62005,Diesel,Manual,First,18.3,1991.0,147.9,5.0,9.8
4765,Hyderabad,2012,61250,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.7
4766,Coimbatore,2014,28469,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,24.37
4767,Kochi,2018,21488,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,9.72
4768,Pune,2014,197000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.0
4769,Pune,2009,138205,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,10.5
4770,Jaipur,2012,160000,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,3.9
4771,Coimbatore,2012,67590,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.65
4772,Mumbai,2012,52000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,29.95
4773,Bangalore,2008,100000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,3.0
4774,Kolkata,2017,60048,Diesel,Manual,First,26.1,1498.0,99.0,5.0,6.0
4775,Mumbai,2009,48000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.11
4776,Jaipur,2011,100000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.5
4777,Coimbatore,2013,62601,Diesel,Manual,First,23.59,1364.0,67.05000000000001,5.0,4.67
4778,Bangalore,2006,80010,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,2.85
4779,Coimbatore,2017,26493,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,33.64
4780,Hyderabad,2011,96000,Diesel,Manual,Second,17.88,1396.0,52.8,5.0,0.91
4781,Jaipur,2014,45700,Petrol,Manual,Second,22.74,796.0,47.3,5.0,2.42
4782,Kolkata,2005,13000,Petrol,Automatic,First,9.3,2771.0,193.1,5.0,3.25
4783,Kolkata,2013,38000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.8
4784,Coimbatore,2019,8018,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,8.3
4785,Bangalore,2010,144400,Diesel,Manual,Third & Above,12.05,2179.0,120.0,8.0,5.25
4786,Jaipur,2010,152000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,2.9
4787,Pune,2013,71000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,15.0
4788,Jaipur,2012,80000,Petrol,Manual,Second,25.4,624.0,37.5,4.0,0.53
4789,Mumbai,2014,87143,Diesel,Manual,First,12.99,2494.0,100.0,8.0,12.5
4790,Mumbai,2012,25000,Petrol,Manual,First,18.4,1198.0,86.8,5.0,2.75
4791,Pune,2018,2000,Petrol,Automatic,First,23.84,1199.0,83.83,5.0,5.0
4792,Kochi,2014,45239,Diesel,Manual,First,12.05,2179.0,120.0,8.0,7.09
4793,Hyderabad,2011,101999,Diesel,Automatic,First,16.73,1995.0,218.0,5.0,19.99
4794,Mumbai,2014,74219,Diesel,Manual,First,21.43,1364.0,87.2,5.0,10.75
4795,Mumbai,2016,25000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,9.45
4796,Hyderabad,2008,109606,Diesel,Manual,First,22.0,1582.0,126.2,5.0,2.9
4797,Kolkata,2015,36000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4.7
4798,Coimbatore,2016,41810,Petrol,Manual,First,20.73,1373.0,91.1,5.0,7.11
4799,Jaipur,2014,93321,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.25
4800,Hyderabad,2011,81000,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.2
4801,Kochi,2019,25717,Petrol,Automatic,First,19.0,1199.0,88.76,5.0,8.86
4802,Delhi,2015,37000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,9.3
4803,Coimbatore,2017,56380,Diesel,Manual,First,18.49,1493.0,100.0,7.0,7.57
4804,Chennai,2017,8000,Petrol,Manual,First,18.2,1199.0,88.7,5.0,7.9
4805,Kochi,2018,14589,Petrol,Manual,First,16.1,1298.0,88.2,5.0,5.65
4806,Delhi,2013,65088,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.25
4807,Coimbatore,2019,24864,Diesel,Manual,First,20.5,1582.0,126.2,5.0,16.27
4808,Coimbatore,2011,64831,Petrol,Manual,First,18.6,1199.0,79.4,5.0,3.21
4809,Kolkata,2013,38001,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.9
4810,Mumbai,2008,77000,Petrol,Automatic,Second,10.0,2496.0,157.7,5.0,6.5
4811,Hyderabad,2016,27000,Diesel,Automatic,First,18.59,2993.0,265.0,5.0,48.0
4812,Mumbai,2016,39000,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,18.9
4813,Pune,2015,131000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,3.6
4814,Kolkata,2015,43000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,5.5
4815,Pune,2011,68000,Diesel,Manual,Second,12.8,2494.0,102.0,7.0,7.0
4816,Bangalore,2016,45165,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,41.75
4817,Hyderabad,2007,120000,Diesel,Automatic,First,16.73,1995.0,218.0,5.0,10.5
4818,Coimbatore,2014,86091,Diesel,Manual,First,15.1,2179.0,140.0,7.0,10.09
4819,Delhi,2009,71499,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.0
4820,Chennai,2014,50000,Diesel,Manual,First,17.0,2200.0,139.01,7.0,12.0
4821,Jaipur,2015,66000,Diesel,Manual,First,20.14,1498.0,88.0,5.0,4.91
4822,Kolkata,2010,45000,Petrol,Manual,First,16.0,1198.0,90.0,5.0,2.0
4823,Hyderabad,2015,69189,Diesel,Manual,First,23.59,1364.0,67.06,5.0,5.3
4824,Mumbai,2014,40206,Diesel,Manual,First,19.01,1461.0,108.5,5.0,7.22
4825,Kochi,2017,36723,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,32.57
4826,Mumbai,2010,57500,Petrol,Manual,First,18.5,1197.0,80.0,5.0,2.75
4828,Hyderabad,2011,52000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,3.75
4829,Kochi,2014,60952,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,5.91
4830,Chennai,2013,87192,Diesel,Manual,First,25.2,1248.0,74.0,5.0,4.35
4831,Delhi,2014,58000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,3.25
4832,Mumbai,2016,16650,Petrol,Manual,First,17.0,1198.0,74.0,5.0,5.5
4833,Kochi,2018,34696,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,12.08
4834,Kochi,2018,42243,Diesel,Manual,First,27.39,1248.0,74.0,5.0,7.48
4835,Jaipur,2016,57824,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.5
4836,Jaipur,2011,110000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.5
4837,Delhi,2013,72000,Diesel,Automatic,First,12.35,2179.0,115.0,5.0,15.5
4838,Hyderabad,2013,63455,Diesel,Manual,First,11.5,2982.0,171.0,7.0,19.0
4839,Hyderabad,2017,17151,Diesel,Manual,First,27.3,1498.0,98.6,5.0,8.4
4840,Pune,2016,31001,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.25
4841,Kolkata,2014,42109,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.25
4842,Delhi,2015,55000,Diesel,Automatic,Second,21.66,1498.0,103.52,5.0,5.7
4843,Hyderabad,2013,46000,Diesel,Automatic,Second,12.35,2179.0,115.0,5.0,26.0
4844,Hyderabad,2013,30852,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.49
4845,Pune,2011,65000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,3.0
4846,Delhi,2015,65000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,5.95
4847,Delhi,2013,72000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,2.69
4848,Bangalore,2014,29000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,26.0
4849,Kolkata,2015,32000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,5.5
4850,Chennai,2016,29875,Petrol,Manual,First,18.16,1196.0,86.8,5.0,4.85
4851,Kochi,2018,32539,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.39
4852,Hyderabad,2015,83090,Diesel,Manual,First,19.01,1461.0,108.45,5.0,7.99
4853,Hyderabad,2016,62679,Diesel,Manual,First,21.19,1396.0,88.73,5.0,6.95
4854,Mumbai,2010,93000,Petrol,Manual,First,15.7,1390.0,75.0,5.0,1.5
4855,Mumbai,2006,44000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,1.55
4856,Bangalore,2010,78400,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,2.75
4857,Mumbai,2014,71300,Petrol,Manual,First,13.06,1598.0,102.53,5.0,4.25
4858,Kolkata,2015,18000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.85
4859,Ahmedabad,2009,99100,Petrol,Automatic,Second,9.74,1984.0,208.0,5.0,10.0
4860,Mumbai,2003,62000,Petrol,Manual,Second,11.3,1298.0,83.1,8.0,1.25
4861,Kolkata,2017,14000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.5
4862,Coimbatore,2015,44811,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,25.81
4863,Ahmedabad,2014,44000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4.3
4864,Chennai,2010,136000,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,11.0
4865,Jaipur,2010,144113,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,11.75
4866,Coimbatore,2012,94989,Petrol,Manual,First,12.8,2354.0,177.6,5.0,6.58
4867,Chennai,2012,58133,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.8
4868,Pune,2008,61000,Petrol,Manual,Second,17.5,1198.0,70.0,5.0,1.65
4869,Kolkata,2017,27000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,15.0
4870,Ahmedabad,2014,18050,Petrol,Manual,Second,25.4,624.0,37.5,4.0,1.0
4871,Hyderabad,2007,145277,Petrol,Manual,First,15.3,1596.0,101.0,5.0,1.65
4872,Ahmedabad,2015,42000,Diesel,Manual,First,27.62,793.0,47.0,5.0,3.6
4873,Delhi,2011,86000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,11.5
4874,Ahmedabad,2015,42150,Diesel,Manual,First,27.62,793.0,47.0,5.0,3.6
4875,Pune,2015,30158,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.05
4876,Bangalore,2011,47000,Diesel,Manual,Second,23.5,1498.0,90.0,5.0,6.0
4877,Ahmedabad,2013,39000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,3.75
4878,Coimbatore,2016,32125,Petrol,Manual,First,16.2,1199.0,74.0,5.0,6.17
4879,Coimbatore,2017,58829,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.05
4880,Coimbatore,2013,67559,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.05
4881,Pune,2013,55000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,4.25
4882,Kolkata,2018,30000,Petrol,Manual,First,23.1,998.0,67.04,5.0,3.75
4883,Mumbai,2016,28000,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,11.85
4884,Kochi,2016,31826,Diesel,Manual,First,22.7,1498.0,89.84,5.0,8.24
4885,Jaipur,2008,100009,Petrol,Manual,Second,13.1,1997.0,141.1,5.0,6.5
4886,Delhi,2014,74345,Diesel,Manual,First,15.1,2179.0,140.0,7.0,8.0
4887,Kochi,2015,58134,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4.64
4888,Kochi,2010,30566,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,3.32
4889,Chennai,2012,55231,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,2.78
4890,Kochi,2016,67774,Diesel,Automatic,First,14.81,1998.0,163.7,5.0,8.95
4891,Mumbai,2013,50319,Petrol,Automatic,First,12.0,1991.0,181.03,5.0,21.95
4892,Ahmedabad,2013,45000,Petrol,Manual,First,11.7,2359.0,134.0,5.0,7.9
4893,Kolkata,2007,43627,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,29.0
4894,Kolkata,2013,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.25
4895,Mumbai,2014,10500,Petrol,Manual,First,17.4,1497.0,117.3,5.0,5.9
4896,Coimbatore,2017,21789,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.88
4897,Coimbatore,2019,21134,Petrol,Manual,First,18.6,1197.0,81.86,5.0,8.78
4898,Kolkata,2011,90000,Diesel,Manual,Second,13.93,2179.0,138.1,7.0,2.75
4899,Kochi,2014,51553,Diesel,Manual,First,21.64,1461.0,84.8,5.0,5.98
4900,Delhi,2011,31000,Petrol,Automatic,First,10.9,2497.0,215.0,5.0,31.0
